title,source,first_term_type
Lesbians -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Photojournalists -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Photographers -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Pediatricians -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Society of Friends -- Charities -- France -- Le Chambon-sur-Lignon -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- Charities -- France -- Le Chambon-sur-Lignon -- History -- Sources,Library of Congress Subject Headings,topical
Private schools -- France -- Le Chambon-sur-Lignon -- History -- Sources,Library of Congress Subject Headings,topical
Pacifists -- France -- Le Chambon-sur-Lignon -- History -- Sources,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Civilian relief -- France",Library of Congress Subject Headings,topical
Nuclear nonproliferation,Library of Congress Subject Headings,topical
National security -- United States,Library of Congress Subject Headings,topical
Political action committees -- United States,Library of Congress Subject Headings,topical
Research institutes -- Pennsylvania -- Villanova,Library of Congress Subject Headings,topical
Law of the sea,Library of Congress Subject Headings,topical
Church and social problems -- United States,Library of Congress Subject Headings,topical
Social justice -- Religious aspects -- Christianity,Library of Congress Subject Headings,topical
Poverty -- United States,Library of Congress Subject Headings,topical
Homelessness -- United States,Library of Congress Subject Headings,topical
Nuclear weapons plants -- United States -- Safety measures -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear weapons plants -- Environmental aspects -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Nuclear nonproliferation -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Peace -- Study and teaching -- Bibliography,Library of Congress Subject Headings,topical
Peace -- Study and teaching -- History,Library of Congress Subject Headings,topical
"Persian Gulf War, 1991",lcsh,topical
"September 11 Terrorist Attacks, 2001",Library of Congress Subject Headings,topical
Women political activists -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Pennsylvania -- History -- Sources,Library of Congress Subject Headings,topical
Disarmament -- Economic aspects -- History -- Sources,Library of Congress Subject Headings,topical
Arms control -- Economic aspects -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Protest movements -- United States",Library of Congress Subject Headings,topical
Youth and peace,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Draft resisters -- United States",Library of Congress Subject Headings,topical
Nuclear arms control,Library of Congress Subject Headings,topical
Youth movements -- United States,Library of Congress Subject Headings,topical
Student movements -- United States,Library of Congress Subject Headings,topical
Dissenters -- United States -- History -- Sources,Library of Congress Subject Headings,topical
Soldiers -- Political activity -- United States -- History -- Sources,Library of Congress Subject Headings,topical
"War on Terrorism, 2001-2009",Library of Congress Subject Headings,topical
Jewish-Arab relations,Library of Congress Subject Headings,topical
Antinuclear movement -- Pennsylvania -- Delaware County -- History -- Sources,Library of Congress Subject Headings,topical
Suffrage -- Pennsylvania -- Delaware County -- History -- Sources,Library of Congress Subject Headings,topical
Defense industries -- Pennsylvania -- Delaware County -- History -- Sources,Library of Congress Subject Headings,topical
Military-industrial complex -- Pennsylvania -- Delaware County -- History -- Sources,Library of Congress Subject Headings,topical
Political activists -- United States,Library of Congress Subject Headings,topical
Students -- Political activity -- United States -- History -- 20th century,Library of Congress Subject Headings,topical
Draft resisters -- United States -- History -- 20th century,Library of Congress Subject Headings,topical
Civil rights workers -- United States,Library of Congress Subject Headings,topical
Quakers -- United States -- History,Library of Congress Subject Headings,topical
Society of Friends -- Arizona,Library of Congress Subject Headings,topical
War -- Moral and ethical aspects,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- Peace",Library of Congress Subject Headings,topical
Peace -- Study and teaching,Library of Congress Subject Headings,topical
World politics -- 20th century,Library of Congress Subject Headings,topical
Draft registration -- United States,Library of Congress Subject Headings,topical
Dukhobors -- History,Library of Congress Subject Headings,topical
Peace walks and marches -- History,local,topical
Quakers -- Maryland -- Frederick -- History,Library of Congress Subject Headings,topical
"Government, Resistance to -- Maryland -- Frederick",Library of Congress Subject Headings,topical
Social justice -- Study and teaching,Library of Congress Subject Headings,topical
Peace -- Moral and ethical aspects,Library of Congress Subject Headings,topical
"World War, 1914-1918 -- United States",Library of Congress Subject Headings,topical
Race relations -- Southern States -- History,Library of Congress Subject Headings,topical
Radio broadcasting -- United States -- History,Library of Congress Subject Headings,topical
Peace movements -- Arizona,Library of Congress Subject Headings,topical
Quakers -- Minnesota -- Minneapolis,Library of Congress Subject Headings,topical
Antinuclear movement -- Minnesota -- Minneapolis,Library of Congress Subject Headings,topical
Peace movements -- Minnesota -- Minneapolis,Library of Congress Subject Headings,topical
Pilgrims and pilgrimages,Library of Congress Subject Headings,topical
War resistance movements -- Connecticut -- Hartford -- History -- Sources,Library of Congress Subject Headings,topical
Peace movements -- Connecticut -- Hartford -- History -- Sources,Library of Congress Subject Headings,topical
Pacifists -- Connecticut -- Hartford -- History -- Sources,Library of Congress Subject Headings,topical
Society of Friends -- Connecticut -- Hartford -- History -- Sources,Library of Congress Subject Headings,topical
Quakers -- Connecticut -- Hartford -- History -- Sources,Library of Congress Subject Headings,topical
"Vietnam War, 1961-1975 -- Protest movements -- Connecticut -- Hartford -- Sources",Library of Congress Subject Headings,topical
Pacifists -- New York (State) -- New York,Library of Congress Subject Headings,topical
Ashrams -- New York (State) -- New York,Library of Congress Subject Headings,topical
Antinuclear movement -- England -- Berkshire,Library of Congress Subject Headings,topical
Freedom of information -- Government policy -- United States,Library of Congress Subject Headings,topical
"Yugoslav War, 1991-1995",Library of Congress Subject Headings,topical
Peace-building -- Balkan Peninsula,Library of Congress Subject Headings,topical
Peace movements -- Balkan Peninsula,Library of Congress Subject Headings,topical
Food relief -- United States,Library of Congress Subject Headings,topical
International law -- United States,Library of Congress Subject Headings,topical
Women -- Societies and clubs,lcsh,topical
Voluntarism,Library of Congress Subject Headings,topical
Anti-communist movements -- United States -- History -- 20th century -- Sources,Library of Congress Subject Headings,topical
Peace movements -- United States -- History -- 20th century -- Sources,Library of Congress Subject Headings,topical
Women and peace -- United States -- History -- 20th century -- Sources,Library of Congress Subject Headings,topical
Quakers -- Delaware,lcsh,topical
African Americans -- Civil rights -- History -- Sources,Library of Congress Subject Headings,topical
Feminists -- United States -- History -- Sources,Library of Congress Subject Headings,topical
